"","UF","SG_UF","SG_UE","cd_mun_ibge","nm_mun_ibge","cd_mun_tse","nm_mun_tse"
"3110","32","ES","BR","3201001","BOA ESPERANÇA",56197,"Boa Esperança"
"3111","32","ES","BR","3201100","BOM JESUS DO NORTE",56219,"Bom Jesus do Norte"
"3112","32","ES","BR","3201159","BREJETUBA",56146,"Brejetuba"
"3113","32","ES","BR","3201209","CACHOEIRO DE ITAPEMIRIM",56235,"Cachoeiro de Itapemirim"
"3114","32","ES","BR","3201308","CARIACICA",56251,"Cariacica"
"3115","32","ES","BR","3201407","CASTELO",56278,"Castelo"
"3116","32","ES","BR","3201506","COLATINA",56294,"Colatina"
"3117","32","ES","BR","3201605","CONCEIÇÃO DA BARRA",56316,"Conceição da Barra"
"3118","32","ES","BR","3201704","CONCEIÇÃO DO CASTELO",56332,"Conceição do Castelo"
"3119","32","ES","BR","3201803","DIVINO DE SÃO LOURENÇO",56359,"Divino de São Lourenço"
"3120","32","ES","BR","3201902","DOMINGOS MARTINS",56375,"Domingos Martins"
"3121","32","ES","BR","3202009","DORES DO RIO PRETO",56391,"Dores do Rio Preto"
"3122","32","ES","BR","3202108","ECOPORANGA",56413,"Ecoporanga"
"3123","32","ES","BR","3202207","FUNDÃO",56430,"Fundão"
"3124","32","ES","BR","3202256","GOVERNADOR LINDENBERG",56308,"Governador Lindenberg"
"3125","32","ES","BR","3202306","GUAÇUÍ",56456,"Guaçuí"
"3126","32","ES","BR","3202405","GUARAPARI",56472,"Guarapari"
"3127","32","ES","BR","3202454","IBATIBA",57096,"Ibatiba"
"3128","32","ES","BR","3202504","IBIRAÇU",56499,"Ibiraçu"
"3129","32","ES","BR","3202553","IBITIRAMA",56502,"Ibitirama"
"3130","32","ES","BR","3202603","ICONHA",56510,"Iconha"
"3131","32","ES","BR","3202652","IRUPI",56049,"Irupi"
"3132","32","ES","BR","3202702","ITAGUAÇU",56537,"Itaguaçu"
"3133","32","ES","BR","3202801","ITAPEMIRIM",56553,"Itapemirim"
"3134","32","ES","BR","3202900","ITARANA",56570,"Itarana"
"3135","32","ES","BR","3203007","IÚNA",56596,"Iúna"
"3136","32","ES","BR","3203056","JAGUARÉ",57134,"Jaguaré"
"3137","32","ES","BR","3203106","JERÔNIMO MONTEIRO",56618,"Jerônimo Monteiro"
"3138","32","ES","BR","3203130","JOÃO NEIVA",56626,"João Neiva"
"3139","32","ES","BR","3203163","LARANJA DA TERRA",57916,"Laranja da Terra"
"3140","32","ES","BR","3203205","LINHARES",56634,"Linhares"
"3141","32","ES","BR","3203304","MANTENÓPOLIS",56650,"Mantenópolis"
"3142","32","ES","BR","3203320","MARATAÍZES",56120,"Marataízes"
"3143","32","ES","BR","3203346","MARECHAL FLORIANO",56103,"Marechal Floriano"
"3144","32","ES","BR","3203353","MARILÂNDIA",57070,"Marilândia"
"3145","32","ES","BR","3203403","MIMOSO DO SUL",56677,"Mimoso do Sul"
"3146","32","ES","BR","3203502","MONTANHA",56693,"Montanha"
"3147","32","ES","BR","3203601","MUCURICI",56715,"Mucurici"
"3148","32","ES","BR","3203700","MUNIZ FREIRE",56731,"Muniz Freire"
"3149","32","ES","BR","3203809","MUQUI",56758,"Muqui"
"3150","32","ES","BR","3203908","NOVA VENÉCIA",56774,"Nova Venécia"
"3151","32","ES","BR","3204005","PANCAS",56790,"Pancas"
"3152","32","ES","BR","3204054","PEDRO CANÁRIO",57150,"Pedro Canário"
"3153","32","ES","BR","3204104","PINHEIROS",56812,"Pinheiros"
"3154","32","ES","BR","3204203","PIÚMA",56839,"Piúma"
"3155","32","ES","BR","3204252","PONTO BELO",56200,"Ponto Belo"
"3156","32","ES","BR","3204302","PRESIDENTE KENNEDY",56855,"Presidente Kennedy"
"3157","32","ES","BR","3204351","RIO BANANAL",57118,"Rio Bananal"
"3158","32","ES","BR","3204401","RIO NOVO DO SUL",56871,"Rio Novo do Sul"
"3159","32","ES","BR","3204500","SANTA LEOPOLDINA",56898,"Santa Leopoldina"
"3160","32","ES","BR","3204559","SANTA MARIA DE JETIBÁ",57932,"Santa Maria de Jetibá"
"3161","32","ES","BR","3204609","SANTA TERESA",56910,"Santa Teresa"
"3162","32","ES","BR","3204658","SÃO DOMINGOS DO NORTE",56006,"São Domingos do Norte"
"3163","32","ES","BR","3204708","SÃO GABRIEL DA PALHA",56936,"São Gabriel da Palha"
"3164","32","ES","BR","3204807","SÃO JOSÉ DO CALÇADO",56952,"São José do Calçado"
"3165","32","ES","BR","3204906","SÃO MATEUS",56979,"São Mateus"
"3166","32","ES","BR","3204955","SÃO ROQUE DO CANAÃ",56162,"São Roque do Canaã"
"3167","32","ES","BR","3205002","SERRA",56995,"Serra"
"3168","32","ES","BR","3205010","SOORETAMA",56189,"Sooretama"
"3169","32","ES","BR","3205036","VARGEM ALTA",57959,"Vargem Alta"
"3170","32","ES","BR","3205069","VENDA NOVA DO IMIGRANTE",57975,"Venda Nova do Imigrante"
"3171","32","ES","BR","3205101","VIANA",57010,"Viana"
"3172","32","ES","BR","3205150","VILA PAVÃO",56081,"Vila Pavão"
"3173","32","ES","BR","3205176","VILA VALÉRIO",56227,"Vila Valério"
"3174","32","ES","BR","3205200","VILA VELHA",57037,"Vila Velha"
"3175","32","ES","BR","3205309","VITÓRIA",57053,"Vitória"
"3176","33","RJ","BR","3300100","ANGRA DOS REIS",58017,"Angra dos Reis"
"3177","33","RJ","BR","3300159","APERIBÉ",58181,"Aperibé"
"3178","33","RJ","BR","3300209","ARARUAMA",58033,"Araruama"
"3179","33","RJ","BR","3300225","AREAL",58220,"Areal"
"3180","33","RJ","BR","3300233","ARMAÇÃO DOS BÚZIOS",58408,"Armação dos Búzios"
"3181","33","RJ","BR","3300258","ARRAIAL DO CABO",59277,"Arraial do Cabo"
"3182","33","RJ","BR","3300308","BARRA DO PIRAÍ",58050,"Barra do Piraí"
"3183","33","RJ","BR","3300407","BARRA MANSA",58076,"Barra Mansa"
"3184","33","RJ","BR","3300456","BELFORD ROXO",58041,"Belford Roxo"
"3185","33","RJ","BR","3300506","BOM JARDIM",58092,"Bom Jardim"
"3186","33","RJ","BR","3300605","BOM JESUS DO ITABAPOANA",58114,"Bom Jesus do Itabapoana"
"3187","33","RJ","BR","3300704","CABO FRIO",58130,"Cabo Frio"
"3188","33","RJ","BR","3300803","CACHOEIRAS DE MACACU",58157,"Cachoeiras de Macacu"
"3189","33","RJ","BR","3300902","CAMBUCI",58173,"Cambuci"
"3190","33","RJ","BR","3301009","CAMPOS DOS GOYTACAZES",58190,"Campos dos Goytacazes"
"3191","33","RJ","BR","3301108","CANTAGALO",58211,"Cantagalo"
"3192","33","RJ","BR","3300936","CARAPEBUS",58300,"Carapebus"
"3193","33","RJ","BR","3301157","CARDOSO MOREIRA",58068,"Cardoso Moreira"
"3194","33","RJ","BR","3301207","CARMO",58238,"Carmo"
"3195","33","RJ","BR","3301306","CASIMIRO DE ABREU",58254,"Casimiro de Abreu"
"3196","33","RJ","BR","3300951","COMENDADOR LEVY GASPARIAN",58165,"Comendador Levy Gasparian"
"3197","33","RJ","BR","3301405","CONCEIÇÃO DE MACABU",58270,"Conceição de Macabu"
"3198","33","RJ","BR","3301504","CORDEIRO",58297,"Cordeiro"
"3199","33","RJ","BR","3301603","DUAS BARRAS",58319,"Duas Barras"
"3200","33","RJ","BR","3301702","DUQUE DE CAXIAS",58335,"Duque de Caxias"
"3201","33","RJ","BR","3301801","ENGENHEIRO PAULO DE FRONTIN",58351,"Engenheiro Paulo de Frontin"
"3202","33","RJ","BR","3301850","GUAPIMIRIM",58106,"Guapimirim"
"3203","33","RJ","BR","3301876","IGUABA GRANDE",58262,"Iguaba Grande"
"3204","33","RJ","BR","3301900","ITABORAÍ",58378,"Itaboraí"
"3205","33","RJ","BR","3302007","ITAGUAÍ",58394,"Itaguaí"
"3206","33","RJ","BR","3302056","ITALVA",59293,"Italva"
"3207","33","RJ","BR","3302106","ITAOCARA",58416,"Itaocara"
"3208","33","RJ","BR","3302205","ITAPERUNA",58432,"Itaperuna"
"3209","33","RJ","BR","3302254","ITATIAIA",58440,"Itatiaia"
"3210","33","RJ","BR","3302270","JAPERI",58149,"Japeri"
"3211","33","RJ","BR","3302304","LAJE DO MURIAÉ",58459,"Laje do Muriaé"
"3212","33","RJ","BR","3302403","MACAÉ",58475,"Macaé"
"3213","33","RJ","BR","3302452","MACUCO",58386,"Macuco"
"3214","33","RJ","BR","3302502","MAGÉ",58491,"Magé"
"3215","33","RJ","BR","3302601","MANGARATIBA",58513,"Mangaratiba"
"3216","33","RJ","BR","3302700","MARICÁ",58530,"Maricá"
"3217","33","RJ","BR","3302809","MENDES",58556,"Mendes"
"3218","33","RJ","BR","3302858","MESQUITA",58467,"Mesquita"
"3219","33","RJ","BR","3302908","MIGUEL PEREIRA",58572,"Miguel Pereira"
"3220","33","RJ","BR","3303005","MIRACEMA",58599,"Miracema"
"3221","33","RJ","BR","3303104","NATIVIDADE",58610,"Natividade"
"3222","33","RJ","BR","3303203","NILÓPOLIS",58637,"Nilópolis"
"3223","33","RJ","BR","3303302","NITERÓI",58653,"Niterói"
"3224","33","RJ","BR","3303401","NOVA FRIBURGO",58670,"Nova Friburgo"
"3225","33","RJ","BR","3303500","NOVA IGUAÇU",58696,"Nova Iguaçu"
"3226","33","RJ","BR","3303609","PARACAMBI",58718,"Paracambi"
"3227","33","RJ","BR","3303708","PARAÍBA DO SUL",58734,"Paraíba do Sul"
"3228","33","RJ","BR","3303807","PARATY",58750,"Paraty"
"3229","33","RJ","BR","3303856","PATY DO ALFERES",59315,"Paty do Alferes"
"3230","33","RJ","BR","3303906","PETRÓPOLIS",58777,"Petrópolis"
"3231","33","RJ","BR","3303955","PINHEIRAL",58246,"Pinheiral"
"3232","33","RJ","BR","3304003","PIRAÍ",58793,"Piraí"
"3233","33","RJ","BR","3304102","PORCIÚNCULA",58815,"Porciúncula"
"3234","33","RJ","BR","3304110","PORTO REAL",58327,"Porto Real"
"3235","33","RJ","BR","3304128","QUATIS",58025,"Quatis"
"3236","33","RJ","BR","3304144","QUEIMADOS",58122,"Queimados"
"3237","33","RJ","BR","3304151","QUISSAMÃ",58009,"Quissamã"
"3238","33","RJ","BR","3304201","RESENDE",58831,"Resende"
"3239","33","RJ","BR","3304300","RIO BONITO",58858,"Rio Bonito"
"3240","33","RJ","BR","3304409","RIO CLARO",58874,"Rio Claro"
"3241","33","RJ","BR","3304508","RIO DAS FLORES",58890,"Rio das Flores"
"3242","33","RJ","BR","3304524","RIO DAS OSTRAS",58203,"Rio das Ostras"
"3243","33","RJ","BR","3304557","RIO DE JANEIRO",60011,"Rio de Janeiro"
"3244","33","RJ","BR","3304607","SANTA MARIA MADALENA",58912,"Santa Maria Madalena"
"3245","33","RJ","BR","3304706","SANTO ANTÔNIO DE PÁDUA",58939,"Santo Antônio de Pádua"
"3246","33","RJ","BR","3304805","SÃO FIDÉLIS",58955,"São Fidélis"
"3247","33","RJ","BR","3304755","SÃO FRANCISCO DE ITABAPOANA",58289,"São Francisco de Itabapoana"
"3248","33","RJ","BR","3304904","SÃO GONÇALO",58971,"São Gonçalo"
"3249","33","RJ","BR","3305000","SÃO JOÃO DA BARRA",58998,"São João da Barra"
"3250","33","RJ","BR","3305109","SÃO JOÃO DE MERITI",59013,"São João de Meriti"
"3251","33","RJ","BR","3305133","SÃO JOSÉ DE UBÁ",58343,"São José de Ubá"
"3252","33","RJ","BR","3305158","SÃO JOSÉ DO VALE DO RIO PRETO",59331,"São José do Vale do Rio Preto"
"3253","33","RJ","BR","3305208","SÃO PEDRO DA ALDEIA",59030,"São Pedro da Aldeia"
"3254","33","RJ","BR","3305307","SÃO SEBASTIÃO DO ALTO",59056,"São Sebastião do Alto"
"3255","33","RJ","BR","3305406","SAPUCAIA",59072,"Sapucaia"
"3256","33","RJ","BR","3305505","SAQUAREMA",59099,"Saquarema"
"3257","33","RJ","BR","3305554","SEROPÉDICA",58424,"Seropédica"
"3258","33","RJ","BR","3305604","SILVA JARDIM",59110,"Silva Jardim"
"3259","33","RJ","BR","3305703","SUMIDOURO",59137,"Sumidouro"
"3260","33","RJ","BR","3305752","TANGUÁ",58360,"Tanguá"
"3261","33","RJ","BR","3305802","TERESÓPOLIS",59153,"Teresópolis"
"3262","33","RJ","BR","3305901","TRAJANO DE MORAES",59170,"Trajano de Moraes"
"3263","33","RJ","BR","3306008","TRÊS RIOS",59196,"Três Rios"
"3264","33","RJ","BR","3306107","VALENÇA",59218,"Valença"
"3265","33","RJ","BR","3306156","VARRE-SAI",58084,"Varre-Sai"
"3266","33","RJ","BR","3306206","VASSOURAS",59234,"Vassouras"
"3267","33","RJ","BR","3306305","VOLTA REDONDA",59250,"Volta Redonda"
"3268","35","SP","BR","3500105","ADAMANTINA",61018,"Adamantina"
"3269","35","SP","BR","3500204","ADOLFO",61034,"Adolfo"
"3270","35","SP","BR","3500303","AGUAÍ",61050,"Aguaí"
"3271","35","SP","BR","3500402","ÁGUAS DA PRATA",61077,"Águas da Prata"
"3272","35","SP","BR","3500501","ÁGUAS DE LINDÓIA",61093,"Águas de Lindóia"
"3273","35","SP","BR","3500550","ÁGUAS DE SANTA BÁRBARA",70190,"Águas de Santa Bárbara"
"3274","35","SP","BR","3500600","ÁGUAS DE SÃO PEDRO",61115,"Águas de São Pedro"
"3275","35","SP","BR","3500709","AGUDOS",61131,"Agudos"
"3276","35","SP","BR","3500758","ALAMBARI",61581,"Alambari"
"3277","35","SP","BR","3500808","ALFREDO MARCONDES",61158,"Alfredo Marcondes"
"3278","35","SP","BR","3500907","ALTAIR",61174,"Altair"
"3279","35","SP","BR","3501004","ALTINÓPOLIS",61190,"Altinópolis"
"3280","35","SP","BR","3501103","ALTO ALEGRE",61212,"Alto Alegre"
"3281","35","SP","BR","3501152","ALUMÍNIO",61220,"Alumínio"
"3282","35","SP","BR","3501202","ÁLVARES FLORENCE",61239,"Álvares Florence"
"3283","35","SP","BR","3501301","ÁLVARES MACHADO",61255,"Álvares Machado"
"3284","35","SP","BR","3501400","ÁLVARO DE CARVALHO",61271,"Álvaro de Carvalho"
"3285","35","SP","BR","3501509","ALVINLÂNDIA",61298,"Alvinlândia"
"3286","35","SP","BR","3501608","AMERICANA",61310,"Americana"
"3287","35","SP","BR","3501707","AMÉRICO BRASILIENSE",61336,"Américo Brasiliense"
"3288","35","SP","BR","3501806","AMÉRICO DE CAMPOS",61352,"Américo de Campos"
"3289","35","SP","BR","3501905","AMPARO",61379,"Amparo"
"3290","35","SP","BR","3502002","ANALÂNDIA",61395,"Analândia"
"3291","35","SP","BR","3502101","ANDRADINA",61417,"Andradina"
"3292","35","SP","BR","3502200","ANGATUBA",61433,"Angatuba"
"3293","35","SP","BR","3502309","ANHEMBI",61450,"Anhembi"
"3294","35","SP","BR","3502408","ANHUMAS",61476,"Anhumas"
"3295","35","SP","BR","3502507","APARECIDA",61492,"Aparecida"
"3296","35","SP","BR","3502606","APARECIDA D OESTE",61514,"Aparecida d'Oeste"
"3297","35","SP","BR","3502705","APIAÍ",61530,"Apiaí"
"3298","35","SP","BR","3502754","ARAÇARIGUAMA",61263,"Araçariguama"
"3299","35","SP","BR","3502804","ARAÇATUBA",61557,"Araçatuba"
"3300","35","SP","BR","3502903","ARAÇOIABA DA SERRA",61573,"Araçoiaba da Serra"
"3301","35","SP","BR","3503000","ARAMINA",61590,"Aramina"
"3302","35","SP","BR","3503109","ARANDU",61611,"Arandu"
"3303","35","SP","BR","3503158","ARAPEÍ",61646,"Arapeí"
"3304","35","SP","BR","3503208","ARARAQUARA",61638,"Araraquara"
"3305","35","SP","BR","3503307","ARARAS",61654,"Araras"
"3306","35","SP","BR","3503356","ARCO-ÍRIS",62065,"Arco-Íris"
"3307","35","SP","BR","3503406","AREALVA",61670,"Arealva"
"3308","35","SP","BR","3503505","AREIAS",61697,"Areias"
"3309","35","SP","BR","3503604","AREIÓPOLIS",61719,"Areiópolis"
"3310","35","SP","BR","3503703","ARIRANHA",61735,"Ariranha"
"3311","35","SP","BR","3503802","ARTUR NOGUEIRA",61751,"Artur Nogueira"
"3312","35","SP","BR","3503901","ARUJÁ",61778,"Arujá"
"3313","35","SP","BR","3503950","ASPÁSIA",61522,"Aspásia"
"3314","35","SP","BR","3504008","ASSIS",61794,"Assis"
"3315","35","SP","BR","3504107","ATIBAIA",61816,"Atibaia"
"3316","35","SP","BR","3504206","AURIFLAMA",61832,"Auriflama"
"3317","35","SP","BR","3504305","AVAÍ",61859,"Avaí"
"3318","35","SP","BR","3504404","AVANHANDAVA",61875,"Avanhandava"
"3319","35","SP","BR","3504503","AVARÉ",61891,"Avaré"
"3320","35","SP","BR","3504602","BADY BASSITT",61913,"Bady Bassitt"
"3321","35","SP","BR","3504701","BALBINOS",61930,"Balbinos"
"3322","35","SP","BR","3504800","BÁLSAMO",61956,"Bálsamo"
"3323","35","SP","BR","3504909","BANANAL",61972,"Bananal"
"3324","35","SP","BR","3505005","BARÃO DE ANTONINA",62014,"Barão de Antonina"
"3325","35","SP","BR","3505104","BARBOSA",61999,"Barbosa"
"3326","35","SP","BR","3505203","BARIRI",62030,"Bariri"
"3327","35","SP","BR","3505302","BARRA BONITA",62057,"Barra Bonita"
"3328","35","SP","BR","3505351","BARRA DO CHAPÉU",61360,"Barra do Chapéu"
"3329","35","SP","BR","3505401","BARRA DO TURVO",62073,"Barra do Turvo"
"3330","35","SP","BR","3505500","BARRETOS",62090,"Barretos"
"3331","35","SP","BR","3505609","BARRINHA",62111,"Barrinha"
"3332","35","SP","BR","3505708","BARUERI",62138,"Barueri"
"3333","35","SP","BR","3505807","BASTOS",62154,"Bastos"
"3334","35","SP","BR","3505906","BATATAIS",62170,"Batatais"
"3335","35","SP","BR","3506003","BAURU",62197,"Bauru"
"3336","35","SP","BR","3506102","BEBEDOURO",62219,"Bebedouro"
"3337","35","SP","BR","3506201","BENTO DE ABREU",62235,"Bento de Abreu"
"3338","35","SP","BR","3506300","BERNARDINO DE CAMPOS",62251,"Bernardino de Campos"
"3339","35","SP","BR","3506359","BERTIOGA",61280,"Bertioga"
"3340","35","SP","BR","3506409","BILAC",62278,"Bilac"
"3341","35","SP","BR","3506508","BIRIGUI",62294,"Birigui"
"3342","35","SP","BR","3506607","BIRITIBA MIRIM",62316,"Biritiba Mirim"
"3343","35","SP","BR","3506706","BOA ESPERANÇA DO SUL",62332,"Boa Esperança do Sul"
"3344","35","SP","BR","3506805","BOCAINA",62359,"Bocaina"
"3345","35","SP","BR","3506904","BOFETE",62375,"Bofete"
"3346","35","SP","BR","3507001","BOITUVA",62391,"Boituva"
"3347","35","SP","BR","3507100","BOM JESUS DOS PERDÕES",62413,"Bom Jesus dos Perdões"
"3348","35","SP","BR","3507159","BOM SUCESSO DE ITARARÉ",61786,"Bom Sucesso de Itararé"
"3349","35","SP","BR","3507209","BORÁ",62430,"Borá"
"3350","35","SP","BR","3507308","BORACÉIA",62456,"Boracéia"
"3351","35","SP","BR","3507407","BORBOREMA",62472,"Borborema"
"3352","35","SP","BR","3507456","BOREBI",61026,"Borebi"
"3353","35","SP","BR","3507506","BOTUCATU",62499,"Botucatu"
"3354","35","SP","BR","3507605","BRAGANÇA PAULISTA",62510,"Bragança Paulista"
"3355","35","SP","BR","3507704","BRAÚNA",62553,"Braúna"
"3356","35","SP","BR","3507753","BREJO ALEGRE",62081,"Brejo Alegre"
"3357","35","SP","BR","3507803","BRODOWSKI",62570,"Brodowski"
"3358","35","SP","BR","3507902","BROTAS",62596,"Brotas"
"3359","35","SP","BR","3508009","BURI",62618,"Buri"
"3360","35","SP","BR","3508108","BURITAMA",62634,"Buritama"
"3361","35","SP","BR","3508207","BURITIZAL",62650,"Buritizal"
"3362","35","SP","BR","3508306","CABRÁLIA PAULISTA",62677,"Cabrália Paulista"
"3363","35","SP","BR","3508405","CABREÚVA",62693,"Cabreúva"
"3364","35","SP","BR","3508504","CAÇAPAVA",62715,"Caçapava"
"3365","35","SP","BR","3508603","CACHOEIRA PAULISTA",62731,"Cachoeira Paulista"
"3366","35","SP","BR","3508702","CACONDE",62758,"Caconde"
"3367","35","SP","BR","3508801","CAFELÂNDIA",62774,"Cafelândia"
"3368","35","SP","BR","3508900","CAIABU",62790,"Caiabu"
"3369","35","SP","BR","3509007","CAIEIRAS",62812,"Caieiras"
"3370","35","SP","BR","3509106","CAIUÁ",62839,"Caiuá"
"3371","35","SP","BR","3509205","CAJAMAR",62855,"Cajamar"
"3372","35","SP","BR","3509254","CAJATI",61484,"Cajati"
"3373","35","SP","BR","3509304","CAJOBI",62871,"Cajobi"
"3374","35","SP","BR","3509403","CAJURU",62898,"Cajuru"
"3375","35","SP","BR","3509452","CAMPINA DO MONTE ALEGRE",61506,"Campina do Monte Alegre"
"3376","35","SP","BR","3509502","CAMPINAS",62910,"Campinas"
"3377","35","SP","BR","3509601","CAMPO LIMPO PAULISTA",62936,"Campo Limpo Paulista"
"3378","35","SP","BR","3509700","CAMPOS DO JORDÃO",62952,"Campos do Jordão"
"3379","35","SP","BR","3509809","CAMPOS NOVOS PAULISTA",62979,"Campos Novos Paulista"
"3380","35","SP","BR","3509908","CANANÉIA",62995,"Cananéia"
"3381","35","SP","BR","3509957","CANAS",62103,"Canas"
"3382","35","SP","BR","3510005","CÂNDIDO MOTA",63010,"Cândido Mota"
"3383","35","SP","BR","3510104","CÂNDIDO RODRIGUES",63037,"Cândido Rodrigues"
"3384","35","SP","BR","3510153","CANITAR",61344,"Canitar"
"3385","35","SP","BR","3510203","CAPÃO BONITO",63053,"Capão Bonito"
"3386","35","SP","BR","3510302","CAPELA DO ALTO",63070,"Capela do Alto"
"3387","35","SP","BR","3510401","CAPIVARI",63096,"Capivari"
"3388","35","SP","BR","3510500","CARAGUATATUBA",63118,"Caraguatatuba"
"3389","35","SP","BR","3510609","CARAPICUÍBA",63134,"Carapicuíba"
"3390","35","SP","BR","3510708","CARDOSO",63150,"Cardoso"
"3391","35","SP","BR","3510807","CASA BRANCA",63177,"Casa Branca"
"3392","35","SP","BR","3510906","CÁSSIA DOS COQUEIROS",63193,"Cássia dos Coqueiros"
"3393","35","SP","BR","3511003","CASTILHO",63215,"Castilho"
"3394","35","SP","BR","3511102","CATANDUVA",63231,"Catanduva"
"3395","35","SP","BR","3511201","CATIGUÁ",63258,"Catiguá"
"3396","35","SP","BR","3511300","CEDRAL",63274,"Cedral"
"3397","35","SP","BR","3511409","CERQUEIRA CÉSAR",63290,"Cerqueira César"
"3398","35","SP","BR","3511508","CERQUILHO",63312,"Cerquilho"
"3399","35","SP","BR","3511607","CESÁRIO LANGE",63339,"Cesário Lange"
"3400","35","SP","BR","3511706","CHARQUEADA",63355,"Charqueada"
"3401","35","SP","BR","3557204","CHAVANTES",63371,"Chavantes"
"3402","35","SP","BR","3511904","CLEMENTINA",63398,"Clementina"
"3403","35","SP","BR","3512001","COLINA",63410,"Colina"
"3404","35","SP","BR","3512100","COLÔMBIA",63436,"Colômbia"
"3405","35","SP","BR","3512209","CONCHAL",63452,"Conchal"
"3406","35","SP","BR","3512308","CONCHAS",63479,"Conchas"
"3407","35","SP","BR","3512407","CORDEIRÓPOLIS",63495,"Cordeirópolis"
"3408","35","SP","BR","3512506","COROADOS",63517,"Coroados"
"3409","35","SP","BR","3512605","CORONEL MACEDO",63533,"Coronel Macedo"
"3410","35","SP","BR","3512704","CORUMBATAÍ",63550,"Corumbataí"
"3411","35","SP","BR","3512803","COSMÓPOLIS",63576,"Cosmópolis"
"3412","35","SP","BR","3512902","COSMORAMA",63592,"Cosmorama"
"3413","35","SP","BR","3513009","COTIA",63614,"Cotia"
"3414","35","SP","BR","3513108","CRAVINHOS",63630,"Cravinhos"
"3415","35","SP","BR","3513207","CRISTAIS PAULISTA",63657,"Cristais Paulista"
"3416","35","SP","BR","3513306","CRUZÁLIA",63673,"Cruzália"
"3417","35","SP","BR","3513405","CRUZEIRO",63690,"Cruzeiro"
"3418","35","SP","BR","3513504","CUBATÃO",63711,"Cubatão"
"3419","35","SP","BR","3513603","CUNHA",63738,"Cunha"
"3420","35","SP","BR","3513702","DESCALVADO",63754,"Descalvado"
"3421","35","SP","BR","3513801","DIADEMA",63770,"Diadema"
"3422","35","SP","BR","3513850","DIRCE REIS",61123,"Dirce Reis"
"3423","35","SP","BR","3513900","DIVINOLÂNDIA",63797,"Divinolândia"
"3424","35","SP","BR","3514007","DOBRADA",63819,"Dobrada"
"3425","35","SP","BR","3514106","DOIS CÓRREGOS",63835,"Dois Córregos"
"3426","35","SP","BR","3514205","DOLCINÓPOLIS",63851,"Dolcinópolis"
"3427","35","SP","BR","3514304","DOURADO",63878,"Dourado"
"3428","35","SP","BR","3514403","DRACENA",63894,"Dracena"
"3429","35","SP","BR","3514502","DUARTINA",63916,"Duartina"
"3430","35","SP","BR","3514601","DUMONT",63932,"Dumont"
"3431","35","SP","BR","3514700","ECHAPORÃ",63959,"Echaporã"
"3432","35","SP","BR","3514809","ELDORADO",63975,"Eldorado"
"3433","35","SP","BR","3514908","ELIAS FAUSTO",63991,"Elias Fausto"
"3434","35","SP","BR","3514924","ELISIÁRIO",61760,"Elisiário"
"3435","35","SP","BR","3514957","EMBAÚBA",61182,"Embaúba"
"3436","35","SP","BR","3515004","EMBU DAS ARTES",64017,"Embu das Artes"
"3437","35","SP","BR","3515103","EMBU-GUAÇU",64033,"Embu-Guaçu"
"3438","35","SP","BR","3515129","EMILIANÓPOLIS",61387,"Emilianópolis"
"3439","35","SP","BR","3515152","ENGENHEIRO COELHO",61689,"Engenheiro Coelho"
"3440","35","SP","BR","3515186","ESPÍRITO SANTO DO PINHAL",68659,"Espírito Santo do Pinhal"
"3441","35","SP","BR","3515194","ESPÍRITO SANTO DO TURVO",61140,"Espírito Santo do Turvo"
"3442","35","SP","BR","3557303","ESTIVA GERBI",61662,"Estiva Gerbi"
"3443","35","SP","BR","3515301","ESTRELA DO NORTE",64076,"Estrela do Norte"
"3444","35","SP","BR","3515202","ESTRELA D OESTE",64050,"Estrela d'Oeste"
"3445","35","SP","BR","3515350","EUCLIDES DA CUNHA PAULISTA",61000,"Euclides da Cunha Paulista"
"3446","35","SP","BR","3515400","FARTURA",64092,"Fartura"
"3447","35","SP","BR","3515608","FERNANDO PRESTES",64130,"Fernando Prestes"
"3448","35","SP","BR","3515509","FERNANDÓPOLIS",64114,"Fernandópolis"
"3449","35","SP","BR","3515657","FERNÃO",62286,"Fernão"
"3450","35","SP","BR","3515707","FERRAZ DE VASCONCELOS",64157,"Ferraz de Vasconcelos"
"3451","35","SP","BR","3515806","FLORA RICA",64173,"Flora Rica"
"3452","35","SP","BR","3515905","FLOREAL",64190,"Floreal"
"3453","35","SP","BR","3516002","FLÓRIDA PAULISTA",64211,"Flórida Paulista"
"3454","35","SP","BR","3516101","FLORÍNEA",64238,"Florínea"
"3455","35","SP","BR","3516200","FRANCA",64254,"Franca"
"3456","35","SP","BR","3516309","FRANCISCO MORATO",64270,"Francisco Morato"
"3457","35","SP","BR","3516408","FRANCO DA ROCHA",64297,"Franco da Rocha"
"3458","35","SP","BR","3516507","GABRIEL MONTEIRO",64319,"Gabriel Monteiro"
"3459","35","SP","BR","3516606","GÁLIA",64335,"Gália"
"3460","35","SP","BR","3516705","GARÇA",64351,"Garça"
"3461","35","SP","BR","3516804","GASTÃO VIDIGAL",64378,"Gastão Vidigal"
"3462","35","SP","BR","3516853","GAVIÃO PEIXOTO",62308,"Gavião Peixoto"
"3463","35","SP","BR","3516903","GENERAL SALGADO",64394,"General Salgado"
"3464","35","SP","BR","3517000","GETULINA",64416,"Getulina"
"3465","35","SP","BR","3517109","GLICÉRIO",64432,"Glicério"
"3466","35","SP","BR","3517208","GUAIÇARA",64459,"Guaiçara"
